연도,경기날짜,경기시간,경기일시,요일,평일_주말,월,주차_ISO,홈팀,방문팀,구장,기상_매핑_지역키,관중수,지점번호,관측도시,일평균기온(°C),일합계강수량(mm),일평균풍속(m/s),일평균상대습도(%)
2024,2024-07-11,,2024-07-11,목,평일,7,28,삼성,NC,대구,대구,15075,143,대구,24.6,24.0,1.4,83.0
2024,2024-07-11,,2024-07-11,목,평일,7,28,KT,두산,수원,경기_수원,10182,119,수원,23.9,,1.9,85.4
2024,2024-07-12,,2024-07-12,금,평일,7,28,롯데,KT,사직,부산,21545,159,부산,24.1,,3.1,85.0
2024,2024-07-12,,2024-07-12,금,평일,7,28,한화,LG,한밭,기타,12000,133,대전,26.0,,1.1,77.0
2024,2024-07-12,,2024-07-12,금,평일,7,28,KIA,SSG,광주,광주,17755,156,광주,25.5,,0.9,94.4
2024,2024-07-12,,2024-07-12,금,평일,7,28,두산,삼성,잠실,서울_잠실,22279,108,서울,25.6,,1.6,79.5
2024,2024-07-12,,2024-07-12,금,평일,7,28,NC,키움,창원,경남_창원,8579,155,창원,25.4,,1.7,82.5
2024,2024-07-13,,2024-07-13,토,주말,7,28,롯데,KT,사직,부산,22758,159,부산,24.5,0.5,1.9,82.5
2024,2024-07-13,,2024-07-13,토,주말,7,28,한화,LG,한밭,기타,12000,133,대전,26.3,4.9,1.3,75.5
2024,2024-07-13,,2024-07-13,토,주말,7,28,KIA,SSG,광주,광주,20500,156,광주,25.7,0.8,1.6,93.3
2024,2024-07-13,,2024-07-13,토,주말,7,28,두산,삼성,잠실,서울_잠실,23750,108,서울,28.1,,1.9,70.0
2024,2024-07-13,,2024-07-13,토,주말,7,28,NC,키움,창원,경남_창원,11282,155,창원,24.8,,1.5,82.6
2024,2024-07-14,,2024-07-14,일,주말,7,28,한화,LG,한밭,기타,12000,133,대전,26.2,,3.4,75.9
2024,2024-07-14,,2024-07-14,일,주말,7,28,KIA,SSG,광주,광주,15444,156,광주,24.6,8.6,1.0,98.9
2024,2024-07-14,,2024-07-14,일,주말,7,28,두산,삼성,잠실,서울_잠실,23750,108,서울,28.4,0.4,2.4,65.9
2024,2024-07-16,,2024-07-16,화,평일,7,29,키움,KT,고척,서울_고척,5851,108,서울,27.0,17.0,2.3,78.4
2024,2024-07-16,,2024-07-16,화,평일,7,29,롯데,두산,울산,울산,7833,152,울산,24.1,8.5,0.8,89.9
2024,2024-07-17,,2024-07-17,수,평일,7,29,NC,한화,창원,경남_창원,6870,155,창원,26.6,,2.0,89.6
2024,2024-07-17,,2024-07-17,수,평일,7,29,키움,KT,고척,서울_고척,5085,108,서울,25.4,98.8,2.5,91.6
2024,2024-07-17,,2024-07-17,수,평일,7,29,롯데,두산,울산,울산,9354,152,울산,26.0,,2.1,83.0
2024,2024-07-17,,2024-07-17,수,평일,7,29,LG,SSG,잠실,서울_잠실,11773,108,서울,25.4,98.8,2.5,91.6
2024,2024-07-17,,2024-07-17,수,평일,7,29,KIA,삼성,광주,광주,13904,156,광주,26.7,3.9,2.4,86.8
2024,2024-07-18,,2024-07-18,목,평일,7,29,NC,한화,창원,경남_창원,7550,155,창원,26.9,2.9,3.4,88.8
2024,2024-07-18,,2024-07-18,목,평일,7,29,키움,KT,고척,서울_고척,5040,108,서울,24.3,128.8,2.2,95.3
2024,2024-07-18,,2024-07-18,목,평일,7,29,롯데,두산,울산,울산,9102,152,울산,27.0,,3.2,80.3
2024,2024-07-18,,2024-07-18,목,평일,7,29,KIA,삼성,광주,광주,11429,156,광주,26.4,5.0,2.9,89.9
2024,2024-07-19,,2024-07-19,금,평일,7,29,한화,KIA,한밭,기타,12000,133,대전,25.1,1.4,1.6,88.8
2024,2024-07-19,,2024-07-19,금,평일,7,29,삼성,롯데,대구,대구,24000,143,대구,27.3,1.9,1.5,77.0
2024,2024-07-19,,2024-07-19,금,평일,7,29,KT,NC,수원,경기_수원,7650,119,수원,26.5,,2.0,82.4
2024,2024-07-19,,2024-07-19,금,평일,7,29,LG,두산,잠실,서울_잠실,23750,108,서울,27.0,0.1,2.2,80.1
2024,2024-07-19,,2024-07-19,금,평일,7,29,SSG,키움,문학,인천,12715,112,인천,25.2,0.3,2.4,93.8
2024,2024-07-20,,2024-07-20,토,주말,7,29,한화,KIA,한밭,기타,12000,133,대전,26.0,15.2,1.9,87.0
2024,2024-07-20,,2024-07-20,토,주말,7,29,삼성,롯데,대구,대구,24000,143,대구,26.9,22.7,1.5,79.8
2024,2024-07-21,,2024-07-21,일,주말,7,29,한화,KIA,한밭,기타,12000,133,대전,27.8,1.5,2.1,79.3
2024,2024-07-21,,2024-07-21,일,주말,7,29,삼성,롯데,대구,대구,24000,143,대구,29.7,2.2,2.4,71.1
2024,2024-07-21,,2024-07-21,일,주말,7,29,KT,NC,수원,경기_수원,9188,119,수원,27.1,0.2,3.0,79.6
2024,2024-07-21,,2024-07-21,일,주말,7,29,LG,두산,잠실,서울_잠실,23211,108,서울,26.5,8.5,3.6,83.6
2024,2024-07-21,,2024-07-21,일,주말,7,29,SSG,키움,문학,인천,15369,112,인천,25.6,2.1,4.4,89.8
2024,2024-07-23,,2024-07-23,화,평일,7,30,롯데,LG,사직,부산,18416,159,부산,28.3,0.7,5.8,83.8
2024,2024-07-23,,2024-07-23,화,평일,7,30,KIA,NC,광주,광주,13756,156,광주,28.3,,2.1,70.9
2024,2024-07-23,,2024-07-23,화,평일,7,30,한화,삼성,한밭,기타,11501,133,대전,27.2,3.9,2.2,83.3
2024,2024-07-23,,2024-07-23,화,평일,7,30,두산,키움,잠실,서울_잠실,7292,108,서울,26.4,2.0,3.2,87.9
2024,2024-07-24,,2024-07-24,수,평일,7,30,KIA,NC,광주,광주,13308,156,광주,28.8,4.8,1.7,73.5
2024,2024-07-24,,2024-07-24,수,평일,7,30,KT,SSG,수원,경기_수원,6449,119,수원,27.5,3.0,1.8,87.8
2024,2024-07-24,,2024-07-24,수,평일,7,30,한화,삼성,한밭,기타,11882,133,대전,28.6,2.5,1.5,79.3
2024,2024-07-24,,2024-07-24,수,평일,7,30,두산,키움,잠실,서울_잠실,8887,108,서울,28.1,14.7,2.6,85.0
2024,2024-07-25,,2024-07-25,목,평일,7,30,롯데,LG,사직,부산,20322,159,부산,28.2,1.5,2.6,84.6
2024,2024-07-25,,2024-07-25,목,평일,7,30,KIA,NC,광주,광주,14130,156,광주,29.2,0.2,1.8,74.6
2024,2024-07-25,,2024-07-25,목,평일,7,30,KT,SSG,수원,경기_수원,7067,119,수원,28.8,2.2,1.8,78.9
2024,2024-07-25,,2024-07-25,목,평일,7,30,두산,키움,잠실,서울_잠실,19145,108,서울,28.8,25.3,1.8,79.8
2024,2024-07-26,,2024-07-26,금,평일,7,30,키움,KIA,고척,서울_고척,16000,108,서울,28.7,5.5,2.3,81.9
2024,2024-07-26,,2024-07-26,금,평일,7,30,삼성,KT,대구,대구,21891,143,대구,29.7,,2.3,70.5
2024,2024-07-26,,2024-07-26,금,평일,7,30,NC,롯데,창원,경남_창원,17891,155,창원,28.4,0.1,2.1,83.8
2024,2024-07-26,,2024-07-26,금,평일,7,30,SSG,두산,문학,인천,15006,112,인천,28.8,4.0,2.8,81.8
2024,2024-07-27,,2024-07-27,토,주말,7,30,키움,KIA,고척,서울_고척,16000,108,서울,28.9,33.5,1.7,83.6
2024,2024-07-27,,2024-07-27,토,주말,7,30,삼성,KT,대구,대구,24000,143,대구,29.5,,1.8,73.8
2024,2024-07-27,,2024-07-27,토,주말,7,30,NC,롯데,창원,경남_창원,17891,155,창원,28.9,1.3,2.6,84.5
2024,2024-07-27,,2024-07-27,토,주말,7,30,SSG,두산,문학,인천,19448,112,인천,29.3,,3.6,80.6
2024,2024-07-28,,2024-07-28,일,주말,7,30,LG,한화,잠실,서울_잠실,23750,108,서울,29.2,,3.2,76.0
2024,2024-07-28,,2024-07-28,일,주말,7,30,키움,KIA,고척,서울_고척,16000,108,서울,29.2,,3.2,76.0
2024,2024-07-28,,2024-07-28,일,주말,7,30,삼성,KT,대구,대구,23104,143,대구,30.5,,1.9,67.5
2024,2024-07-28,,2024-07-28,일,주말,7,30,NC,롯데,창원,경남_창원,17891,155,창원,30.0,,2.2,77.3
2024,2024-07-28,,2024-07-28,일,주말,7,30,SSG,두산,문학,인천,17619,112,인천,28.9,,4.4,79.3
2024,2024-07-30,,2024-07-30,화,평일,7,31,KT,한화,수원,경기_수원,14210,119,수원,28.0,,2.2,80.8
2024,2024-07-30,,2024-07-30,화,평일,7,31,SSG,롯데,문학,인천,17550,112,인천,27.0,,2.7,89.5
2024,2024-07-30,,2024-07-30,화,평일,7,31,키움,NC,고척,서울_고척,6925,108,서울,28.6,,2.8,78.8
2024,2024-07-30,,2024-07-30,화,평일,7,31,KIA,두산,광주,광주,20500,156,광주,28.9,,1.5,72.6
2024,2024-07-30,,2024-07-30,화,평일,7,31,LG,삼성,잠실,서울_잠실,22946,108,서울,28.6,,2.8,78.8
2024,2024-07-31,,2024-07-31,수,평일,7,31,KT,한화,수원,경기_수원,14988,119,수원,28.8,,2.1,76.8
2024,2024-07-31,,2024-07-31,수,평일,7,31,SSG,롯데,문학,인천,17563,112,인천,28.3,,2.8,82.6
2024,2024-07-31,,2024-07-31,수,평일,7,31,키움,NC,고척,서울_고척,6918,108,서울,29.4,,2.6,74.5
2024,2024-07-31,,2024-07-31,수,평일,7,31,KIA,두산,광주,광주,18693,156,광주,29.4,,1.6,74.4
2024,2024-07-31,,2024-07-31,수,평일,7,31,LG,삼성,잠실,서울_잠실,23409,108,서울,29.4,,2.6,74.5
2024,2024-08-01,,2024-08-01,목,평일,8,31,KT,한화,수원,경기_수원,15197,119,수원,29.3,,2.0,77.9
2024,2024-08-01,,2024-08-01,목,평일,8,31,SSG,롯데,문학,인천,18828,112,인천,28.7,,2.7,84.6
2024,2024-08-01,,2024-08-01,목,평일,8,31,키움,NC,고척,서울_고척,7306,108,서울,29.9,0.3,2.6,75.5
2024,2024-08-01,,2024-08-01,목,평일,8,31,KIA,두산,광주,광주,20500,156,광주,29.7,,1.7,75.3
2024,2024-08-01,,2024-08-01,목,평일,8,31,LG,삼성,잠실,서울_잠실,23315,108,서울,29.9,0.3,2.6,75.5
2024,2024-08-02,,2024-08-02,금,평일,8,31,한화,KIA,한밭,기타,12000,133,대전,30.3,,2.2,76.0
2024,2024-08-02,,2024-08-02,금,평일,8,31,NC,KT,창원,경남_창원,9845,155,창원,30.7,,1.8,77.8
2024,2024-08-02,,2024-08-02,금,평일,8,31,삼성,SSG,대구,대구,22336,143,대구,31.5,2.4,1.8,69.9
2024,2024-08-02,,2024-08-02,금,평일,8,31,두산,키움,잠실,서울_잠실,13209,108,서울,29.6,,2.6,79.4
2024,2024-08-03,,2024-08-03,토,주말,8,31,한화,KIA,한밭,기타,12000,133,대전,30.7,,1.2,74.5
2024,2024-08-03,,2024-08-03,토,주말,8,31,롯데,LG,울산,울산,9914,152,울산,30.9,,1.6,69.5
2024,2024-08-03,,2024-08-03,토,주말,8,31,삼성,SSG,대구,대구,24000,143,대구,32.1,,1.9,67.9
2024,2024-08-03,,2024-08-03,토,주말,8,31,두산,키움,잠실,서울_잠실,15527,108,서울,30.2,,2.2,75.0
2024,2024-08-04,,2024-08-04,일,주말,8,31,NC,KT,창원,경남_창원,9568,155,창원,29.9,,1.5,83.5
2024,2024-08-04,,2024-08-04,일,주말,8,31,삼성,SSG,대구,대구,20416,143,대구,29.8,,2.2,74.8
2024,2024-08-06,,2024-08-06,화,평일,8,32,삼성,한화,대구,대구,16288,143,대구,29.2,,1.9,72.3
2024,2024-08-06,,2024-08-06,화,평일,8,32,KIA,KT,광주,광주,14457,156,광주,28.6,,0.9,78.3
2024,2024-08-06,,2024-08-06,화,평일,8,32,두산,LG,잠실,서울_잠실,17065,108,서울,29.5,,1.9,74.8
2024,2024-08-06,,2024-08-06,화,평일,8,32,롯데,NC,사직,부산,17068,159,부산,29.4,0.3,2.4,76.4
2024,2024-08-06,,2024-08-06,화,평일,8,32,키움,SSG,고척,서울_고척,8356,108,서울,29.5,,1.9,74.8
2024,2024-08-07,,2024-08-07,수,평일,8,32,삼성,한화,대구,대구,17114,143,대구,31.0,,1.6,66.8
2024,2024-08-07,,2024-08-07,수,평일,8,32,KIA,KT,광주,광주,11625,156,광주,29.7,,0.8,75.5
2024,2024-08-07,,2024-08-07,수,평일,8,32,두산,LG,잠실,서울_잠실,15883,108,서울,29.6,3.4,1.7,72.0
2024,2024-08-07,,2024-08-07,수,평일,8,32,롯데,NC,사직,부산,18425,159,부산,29.4,1.2,2.6,78.5
2024,2024-08-07,,2024-08-07,수,평일,8,32,키움,SSG,고척,서울_고척,7792,108,서울,29.6,3.4,1.7,72.0
2024,2024-08-08,,2024-08-08,목,평일,8,32,삼성,한화,대구,대구,18367,143,대구,28.5,58.0,0.8,75.1
2024,2024-08-08,,2024-08-08,목,평일,8,32,KIA,KT,광주,광주,11011,156,광주,28.6,2.1,0.9,77.3
2024,2024-08-08,,2024-08-08,목,평일,8,32,두산,LG,잠실,서울_잠실,16321,108,서울,28.5,,1.6,77.5
2024,2024-08-08,,2024-08-08,목,평일,8,32,키움,SSG,고척,서울_고척,8000,108,서울,28.5,,1.6,77.5
2024,2024-08-09,,2024-08-09,금,평일,8,32,KT,롯데,수원,경기_수원,11534,119,수원,27.8,,1.4,79.0
2024,2024-08-09,,2024-08-09,금,평일,8,32,LG,NC,잠실,서울_잠실,14131,108,서울,29.3,,1.6,74.1
2024,2024-08-09,,2024-08-09,금,평일,8,32,SSG,두산,문학,인천,12451,112,인천,28.2,,1.5,82.0
2024,2024-08-09,,2024-08-09,금,평일,8,32,KIA,삼성,광주,광주,18448,156,광주,28.5,,0.8,75.5
2024,2024-08-09,,2024-08-09,금,평일,8,32,한화,키움,한밭,기타,11302,133,대전,28.4,,1.0,74.6
2024,2024-08-10,,2024-08-10,토,주말,8,32,KT,롯데,수원,경기_수원,18700,119,수원,28.9,,1.4,75.8
2024,2024-08-10,,2024-08-10,토,주말,8,32,LG,NC,잠실,서울_잠실,19151,108,서울,30.0,,1.7,70.8
2024,2024-08-10,,2024-08-10,토,주말,8,32,SSG,두산,문학,인천,19796,112,인천,29.0,,1.4,76.0
2024,2024-08-10,,2024-08-10,토,주말,8,32,한화,키움,한밭,기타,12000,133,대전,28.7,,1.1,76.5
2024,2024-08-11,,2024-08-11,일,주말,8,32,KT,롯데,수원,경기_수원,13805,119,수원,29.6,,1.6,73.3
2024,2024-08-11,,2024-08-11,일,주말,8,32,LG,NC,잠실,서울_잠실,18902,108,서울,30.8,,1.8,67.8
2024,2024-08-11,,2024-08-11,일,주말,8,32,SSG,두산,문학,인천,16151,112,인천,30.0,,2.2,73.1
2024,2024-08-11,,2024-08-11,일,주말,8,32,KIA,삼성,광주,광주,20500,156,광주,28.8,,1.3,72.5
2024,2024-08-11,,2024-08-11,일,주말,8,32,한화,키움,한밭,기타,12000,133,대전,29.6,,1.6,72.5
2024,2024-08-13,,2024-08-13,화,평일,8,33,키움,KIA,고척,서울_고척,16000,108,서울,31.3,,1.8,70.0
2024,2024-08-13,,2024-08-13,화,평일,8,33,삼성,KT,대구,대구,15109,143,대구,28.0,,2.5,67.8
2024,2024-08-13,,2024-08-13,화,평일,8,33,한화,LG,한밭,기타,11748,133,대전,29.2,19.3,1.9,71.1
2024,2024-08-13,,2024-08-13,화,평일,8,33,NC,SSG,창원,경남_창원,5121,155,창원,28.6,,1.5,70.1
2024,2024-08-14,,2024-08-14,수,평일,8,33,키움,KIA,고척,서울_고척,16000,108,서울,30.0,3.0,1.9,73.0
2024,2024-08-14,,2024-08-14,수,평일,8,33,삼성,KT,대구,대구,20435,143,대구,28.0,,2.7,70.3
2024,2024-08-14,,2024-08-14,수,평일,8,33,한화,LG,한밭,기타,11884,133,대전,29.5,,1.9,64.3
2024,2024-08-14,,2024-08-14,수,평일,8,33,두산,롯데,잠실,서울_잠실,21337,108,서울,30.0,3.0,1.9,73.0
2024,2024-08-15,,2024-08-15,목,평일,8,33,키움,KIA,고척,서울_고척,16000,108,서울,29.2,6.4,1.8,74.6
2024,2024-08-15,,2024-08-15,목,평일,8,33,삼성,KT,대구,대구,24000,143,대구,28.3,,2.9,69.5
2024,2024-08-15,,2024-08-15,목,평일,8,33,한화,LG,한밭,기타,12000,133,대전,29.5,,2.2,66.4
2024,2024-08-15,,2024-08-15,목,평일,8,33,두산,롯데,잠실,서울_잠실,23750,108,서울,29.2,6.4,1.8,74.6
2024,2024-08-15,,2024-08-15,목,평일,8,33,NC,SSG,창원,경남_창원,10389,155,창원,28.0,18.9,1.6,81.3
2024,2024-08-16,,2024-08-16,금,평일,8,33,SSG,한화,문학,인천,21057,112,인천,29.7,,2.0,72.8
2024,2024-08-16,,2024-08-16,금,평일,8,33,LG,KIA,잠실,서울_잠실,23750,108,서울,29.8,,2.0,69.4
2024,2024-08-16,,2024-08-16,금,평일,8,33,KT,두산,수원,경기_수원,11443,119,수원,29.2,,1.7,71.4
2024,2024-08-16,,2024-08-16,금,평일,8,33,NC,삼성,창원,경남_창원,10580,155,창원,28.2,,1.5,78.6
2024,2024-08-16,,2024-08-16,금,평일,8,33,롯데,키움,사직,부산,21181,159,부산,29.6,,2.8,68.0
2024,2024-08-17,,2024-08-17,토,주말,8,33,SSG,한화,문학,인천,23000,112,인천,29.5,,1.9,76.8
2024,2024-08-17,,2024-08-17,토,주말,8,33,LG,KIA,잠실,서울_잠실,23750,108,서울,29.8,11.0,1.7,71.0
2024,2024-08-17,,2024-08-17,토,주말,8,33,KT,두산,수원,경기_수원,16427,119,수원,29.7,,1.7,69.9
2024,2024-08-17,,2024-08-17,토,주말,8,33,NC,삼성,창원,경남_창원,17891,155,창원,28.9,,1.8,74.5
2024,2024-08-17,,2024-08-17,토,주말,8,33,롯데,키움,사직,부산,22758,159,부산,29.3,,2.7,71.5
2024,2024-08-18,,2024-08-18,일,주말,8,33,SSG,한화,문학,인천,22545,112,인천,29.3,,1.8,77.0
2024,2024-08-18,,2024-08-18,일,주말,8,33,LG,KIA,잠실,서울_잠실,23750,108,서울,29.5,,2.0,73.8
2024,2024-08-18,,2024-08-18,일,주말,8,33,KT,두산,수원,경기_수원,12164,119,수원,28.5,,1.6,77.5
2024,2024-08-18,,2024-08-18,일,주말,8,33,NC,삼성,창원,경남_창원,12328,155,창원,28.8,,1.9,72.1
2024,2024-08-18,,2024-08-18,일,주말,8,33,롯데,키움,사직,부산,20740,159,부산,29.1,,2.8,69.5
2024,2024-08-20,,2024-08-20,화,평일,8,34,한화,NC,청주,기타,8429,,,,,,
2024,2024-08-20,,2024-08-20,화,평일,8,34,삼성,두산,포항,기타,10064,138,포항,30.1,8.0,2.4,72.8
2024,2024-08-20,,2024-08-20,화,평일,8,34,LG,SSG,잠실,서울_잠실,12736,108,서울,31.4,,2.3,68.3
2024,2024-08-20,,2024-08-20,화,평일,8,34,KT,키움,수원,경기_수원,5858,119,수원,30.4,,2.6,70.8
2024,2024-08-21,,2024-08-21,수,평일,8,34,KIA,롯데,광주,광주,12625,156,광주,28.8,18.2,2.6,83.1
2024,2024-08-21,,2024-08-21,수,평일,8,34,한화,NC,청주,기타,8102,,,,,,
2024,2024-08-21,,2024-08-21,수,평일,8,34,삼성,두산,포항,기타,10268,138,포항,29.6,1.5,2.5,75.8
2024,2024-08-21,,2024-08-21,수,평일,8,34,LG,SSG,잠실,서울_잠실,12008,108,서울,28.4,42.2,3.2,85.9
2024,2024-08-21,,2024-08-21,수,평일,8,34,KT,키움,수원,경기_수원,6288,119,수원,27.5,50.4,2.6,88.6
2024,2024-08-22,,2024-08-22,목,평일,8,34,KIA,롯데,광주,광주,12693,156,광주,27.8,9.6,2.4,84.9
2024,2024-08-22,,2024-08-22,목,평일,8,34,LG,SSG,잠실,서울_잠실,11917,108,서울,28.6,0.6,3.4,79.9
2024,2024-08-22,,2024-08-22,목,평일,8,34,KT,키움,수원,경기_수원,6181,119,수원,27.9,3.5,3.1,83.3
2024,2024-08-23,,2024-08-23,금,평일,8,34,두산,한화,잠실,서울_잠실,23750,108,서울,28.4,,2.7,73.5
2024,2024-08-23,,2024-08-23,금,평일,8,34,NC,KIA,창원,경남_창원,13524,155,창원,29.3,,1.5,78.6
2024,2024-08-23,,2024-08-23,금,평일,8,34,SSG,KT,문학,인천,10972,112,인천,27.4,0.4,2.8,83.9
2024,2024-08-23,,2024-08-23,금,평일,8,34,키움,LG,고척,서울_고척,13852,108,서울,28.4,,2.7,73.5
2024,2024-08-23,,2024-08-23,금,평일,8,34,삼성,롯데,대구,대구,24000,143,대구,30.3,,1.9,61.3
2024,2024-08-24,,2024-08-24,토,주말,8,34,두산,한화,잠실,서울_잠실,23750,108,서울,27.6,2.0,1.4,78.8
2024,2024-08-24,,2024-08-24,토,주말,8,34,NC,KIA,창원,경남_창원,16489,155,창원,29.5,,1.3,77.4
2024,2024-08-24,,2024-08-24,토,주말,8,34,SSG,KT,문학,인천,17053,112,인천,27.9,,1.9,80.4
2024,2024-08-24,,2024-08-24,토,주말,8,34,키움,LG,고척,서울_고척,16000,108,서울,27.6,2.0,1.4,78.8
2024,2024-08-24,,2024-08-24,토,주말,8,34,삼성,롯데,대구,대구,24000,143,대구,30.4,,1.6,61.6
2024,2024-08-25,,2024-08-25,일,주말,8,34,두산,한화,잠실,서울_잠실,23750,108,서울,28.5,,1.4,76.6
2024,2024-08-25,,2024-08-25,일,주말,8,34,NC,KIA,창원,경남_창원,11712,155,창원,28.8,,1.7,80.3
2024,2024-08-25,,2024-08-25,일,주말,8,34,SSG,KT,문학,인천,16595,112,인천,28.6,,1.5,79.6
2024,2024-08-25,,2024-08-25,일,주말,8,34,키움,LG,고척,서울_고척,16000,108,서울,28.5,,1.4,76.6
2024,2024-08-25,,2024-08-25,일,주말,8,34,삼성,롯데,대구,대구,24000,143,대구,28.9,,2.0,71.4
2024,2024-08-27,,2024-08-27,화,평일,8,35,롯데,한화,사직,부산,18113,159,부산,28.2,,3.1,75.0
2024,2024-08-27,,2024-08-27,화,평일,8,35,LG,KT,잠실,서울_잠실,12678,108,서울,26.5,0.3,1.9,69.8
2024,2024-08-27,,2024-08-27,화,평일,8,35,NC,두산,창원,경남_창원,4814,155,창원,28.0,,1.6,76.1
2024,2024-08-27,,2024-08-27,화,평일,8,35,KIA,SSG,광주,광주,13038,156,광주,26.8,7.6,1.2,84.0
2024,2024-08-27,,2024-08-27,화,평일,8,35,키움,삼성,고척,서울_고척,14421,108,서울,26.5,0.3,1.9,69.8
2024,2024-08-28,,2024-08-28,수,평일,8,35,롯데,한화,사직,부산,22758,159,부산,26.9,1.1,3.8,79.1
2024,2024-08-28,,2024-08-28,수,평일,8,35,LG,KT,잠실,서울_잠실,13848,108,서울,28.2,,2.9,62.1
2024,2024-08-28,,2024-08-28,수,평일,8,35,NC,두산,창원,경남_창원,5869,155,창원,27.4,,3.0,73.4
2024,2024-08-28,,2024-08-28,수,평일,8,35,KIA,SSG,광주,광주,13155,156,광주,27.3,,2.9,73.0
2024,2024-08-28,,2024-08-28,수,평일,8,35,키움,삼성,고척,서울_고척,13929,108,서울,28.2,,2.9,62.1
2024,2024-08-29,,2024-08-29,목,평일,8,35,롯데,한화,사직,부산,19434,159,부산,28.5,3.0,4.6,75.1
2024,2024-08-29,,2024-08-29,목,평일,8,35,LG,KT,잠실,서울_잠실,13832,108,서울,28.4,,3.1,61.0
2024,2024-08-29,,2024-08-29,목,평일,8,35,NC,두산,창원,경남_창원,5985,155,창원,28.9,,3.4,67.8
2024,2024-08-29,,2024-08-29,목,평일,8,35,KIA,SSG,광주,광주,12931,156,광주,29.2,,2.6,63.1
2024,2024-08-29,,2024-08-29,목,평일,8,35,키움,삼성,고척,서울_고척,14903,108,서울,28.4,,3.1,61.0
2024,2024-08-30,,2024-08-30,금,평일,8,35,KT,LG,수원,경기_수원,12128,119,수원,27.2,,1.9,69.3
2024,2024-08-30,,2024-08-30,금,평일,8,35,키움,롯데,고척,서울_고척,15073,108,서울,28.0,,2.4,64.0
2024,2024-08-31,,2024-08-31,토,주말,8,35,삼성,KIA,대구,대구,24000,143,대구,27.6,,3.0,62.8
2024,2024-08-31,,2024-08-31,토,주말,8,35,한화,KT,한밭,기타,12000,133,대전,26.6,,1.5,70.3
2024,2024-08-31,,2024-08-31,토,주말,8,35,두산,롯데,잠실,서울_잠실,23750,108,서울,27.6,,1.9,65.6
2024,2024-08-31,,2024-08-31,토,주말,8,35,SSG,NC,문학,인천,17039,112,인천,26.7,,2.3,73.1
2024,2024-09-01,,2024-09-01,일,주말,9,35,삼성,KIA,대구,대구,24000,143,대구,27.9,,1.6,62.0
2024,2024-09-01,,2024-09-01,일,주말,9,35,두산,롯데,잠실,서울_잠실,23750,108,서울,27.1,,2.0,64.9
2024,2024-09-01,,2024-09-01,일,주말,9,35,SSG,NC,문학,인천,13039,112,인천,26.0,,2.2,73.3
2024,2024-09-03,,2024-09-03,화,평일,9,36,KIA,LG,광주,광주,13089,156,광주,26.8,,1.1,69.8
2024,2024-09-03,,2024-09-03,화,평일,9,36,삼성,롯데,대구,대구,24000,143,대구,24.9,,3.0,65.0
2024,2024-09-03,,2024-09-03,화,평일,9,36,한화,두산,한밭,기타,12000,133,대전,27.1,,3.2,61.3
2024,2024-09-03,,2024-09-03,화,평일,9,36,NC,키움,창원,경남_창원,3394,155,창원,26.1,,2.2,68.3
2024,2024-09-04,,2024-09-04,수,평일,9,36,KIA,한화,광주,광주,15328,156,광주,26.9,,1.3,64.4
2024,2024-09-04,,2024-09-04,수,평일,9,36,롯데,KT,사직,부산,14041,159,부산,26.2,,3.1,67.1
2024,2024-09-04,,2024-09-04,수,평일,9,36,삼성,두산,대구,대구,24000,143,대구,25.4,,2.4,64.0
2024,2024-09-04,,2024-09-04,수,평일,9,36,LG,SSG,잠실,서울_잠실,13229,108,서울,27.9,,2.2,61.4
2024,2024-09-04,,2024-09-04,수,평일,9,36,NC,키움,창원,경남_창원,4956,155,창원,25.7,,1.6,69.4
2024,2024-09-05,,2024-09-05,목,평일,9,36,KIA,한화,광주,광주,16083,156,광주,27.4,,1.1,70.5
2024,2024-09-05,,2024-09-05,목,평일,9,36,롯데,KT,사직,부산,15864,159,부산,27.5,,2.9,67.8
2024,2024-09-05,,2024-09-05,목,평일,9,36,LG,SSG,잠실,서울_잠실,12115,108,서울,26.3,6.9,2.4,79.1
2024,2024-09-05,,2024-09-05,목,평일,9,36,NC,키움,창원,경남_창원,5214,155,창원,27.4,,1.7,70.0
2024,2024-09-06,,2024-09-06,금,평일,9,36,LG,한화,잠실,서울_잠실,23750,108,서울,24.0,0.7,2.6,79.3
2024,2024-09-06,,2024-09-06,금,평일,9,36,NC,KT,창원,경남_창원,5868,155,창원,27.4,,1.5,80.1
2024,2024-09-06,,2024-09-06,금,평일,9,36,롯데,삼성,사직,부산,22464,159,부산,27.9,,2.6,74.0
2024,2024-09-06,,2024-09-06,금,평일,9,36,KIA,키움,광주,광주,17103,156,광주,26.6,5.6,0.9,82.4
2024,2024-09-07,,2024-09-07,토,주말,9,36,LG,한화,잠실,서울_잠실,23750,108,서울,26.5,,1.9,68.9
2024,2024-09-07,,2024-09-07,토,주말,9,36,삼성,NC,대구,대구,24000,143,대구,25.4,4.5,1.4,87.6
2024,2024-09-07,,2024-09-07,토,주말,9,36,KT,두산,수원,경기_수원,18700,119,수원,25.9,,1.6,74.6
2024,2024-09-07,,2024-09-07,토,주말,9,36,롯데,SSG,사직,부산,22758,159,부산,27.8,,2.7,76.8
2024,2024-09-07,,2024-09-07,토,주말,9,36,KIA,키움,광주,광주,20500,156,광주,25.5,6.3,0.6,90.8
